Day fraction since midnight on 	red dye (mg/L)	Run Pump ()	Pump ()
0.627915029	13.78672886	1	1
0.627926587	13.8683548	1	1
0.627938157	13.84979248	1	1
0.627949739	13.8320837	1	1
0.62796132	13.76385975	1	1
0.627972878	13.92413425	1	1
0.62798446	13.94514847	1	1
0.62799603	13.7305336	1	1
0.628007611	14.00373173	1	1
0.628019192	14.00338459	1	1
0.628030762	13.92296314	1	1
0.628042321	13.92983532	1	1
0.628053914	13.88510609	1	1
0.628065472	13.86179924	1	1
0.628077053	13.88562679	1	1
0.628088635	13.96727467	1	1
pulse			
0.628100205	13.88995647	1	1
0.628111763	14.02945328	1	1
0.628123344	14.20560455	1	1
0.628134926	13.88193607	1	1
0.628146484	13.97796154	1	1
0.628158065	14.01342011	1	1
0.628169635	14.02026844	1	1
0.628181217	14.4223423	1	1
0.628192798	14.55516052	1	1
0.628204356	14.43265057	1	1
0.628215938	14.36146832	1	1
0.628227519	14.02959061	1	1
0.628239078	14.21575832	1	1
0.628250649	14.35113144	1	1
0.628262232	14.48648071	1	1
0.62827381	14.98482132	1	1
0.62828538	15.25302887	1	1
0.628296959	15.42411041	1	1
0.628308528	15.34607792	1	1
0.628320109	15.28102589	1	1
0.628331674	15.95134544	1	1
0.628343244	16.0477314	1	1
0.628354825	16.37694931	1	1
0.628366406	16.11398697	1	1
0.628377965	15.8998909	1	1
0.628389546	16.30033493	1	1
0.628401128	16.18402481	1	1
0.628412686	16.39947701	1	1
0.628424267	16.06677818	1	1
0.628435849	16.37252808	1	1
0.628447419	16.46627808	1	1
0.628458977	16.56483841	1	1
0.628470582	16.85737038	1	1
0.628482128	17.02036095	1	1
0.62849371	17.59906197	1	1
0.628505291	18.32159996	1	1
0.628516849	18.37615204	1	1
0.628528431	18.76605225	1	1
0.628540001	19.00598145	1	1
0.628551582	19.2374382	1	1
0.62856314	19.24622917	1	1
0.628574733	19.39479828	1	1
0.628586292	19.48638725	1	1
0.628597873	19.72218323	1	1
0.628609454	20.32579994	1	1
0.628621013	21.3382206	1	1
0.628632583	22.14639282	1	1
0.628644164	22.89121628	1	1
0.628655746	23.90227318	1	1
0.62866732	24.71203041	1	1
0.628678901	25.58419991	1	1
0.628690453	25.99427223	1	1
0.628702046	25.85020638	1	1
0.628713616	25.52921486	1	1
0.628725174	26.2940979	1	1
0.628736762	25.46204376	1	1
0.628748339	25.28091049	1	1
0.6287599	25.66460228	1	1
0.628771474	25.9968586	1	1
0.628783041	26.05443573	1	1
0.628794647	26.21080399	1	1
0.62880621	26.32795525	1	1
0.628817767	26.73241234	1	1
0.628829342	27.21320724	1	1
0.628840923	27.32815933	1	1
0.628852494	27.26765442	1	1
0.628864073	27.03140831	1	1
0.628875636	27.05893707	1	1
0.628887223	27.12776566	1	1
0.628898794	26.86931419	1	1
0.628910355	26.84452248	1	1
0.628921931	27.19737434	1	1
0.628933499	27.78547096	1	1
0.628945096	28.54578018	1	1
0.628956653	28.52709579	1	1
0.628968231	28.52208138	1	1
0.628979802	27.88109016	1	1
0.628991389	27.63875198	1	1
0.62900296	27.78217316	1	1
0.629014527	28.31058502	1	1
0.629026104	28.16342163	1	1
0.629037676	27.823946	1	1
0.629049247	27.74929047	1	1
0.629060812	27.17738914	1	1
0.629072403	26.63367653	1	1
0.629083979	26.84273338	1	1
0.62909555	27.14219856	1	1
0.62910711	27.5737381	1	1
0.62911868	28.00614548	1	1
0.629130261	27.54490662	1	1
0.629141845	27.9443531	1	1
0.629153415	28.1081028	1	1
0.629164994	28.71282768	1	1
0.629176563	28.89081383	1	1
0.629188143	29.33842659	1	1
0.629199713	29.4444809	1	1
0.629211288	29.46072197	1	1
0.629222859	29.52077484	1	1
0.629234424	29.67959785	1	1
0.629246013	29.99354744	1	1
0.62925757	30.40947151	1	1
0.629269152	30.32639503	1	1
0.629280726	30.24180222	1	1
0.629292299	30.11354637	1	1
0.629303868	30.12140274	1	1
0.629315437	30.13669014	1	1
0.629327015	29.91695404	1	1
0.629338581	29.44328499	1	1
0.629350159	29.24484825	1	1
0.629361733	29.58306503	1	1
0.629373322	29.48395157	1	1
0.629384875	29.62355804	1	1
0.629396457	29.80717087	1	1
0.629408041	29.6031723	1	1
0.629419614	30.1574955	1	1
0.629431189	31.58344841	1	1
0.629442748	32.24158096	1	1
0.62945433	32.12459564	1	1
0.6294659	32.32727814	1	1
0.629477489	31.47645187	1	1
0.62948904	31.53302193	1	1
0.629500619	31.27497292	1	1
0.629512202	31.41761589	1	1
0.629523773	31.42241287	1	1
0.629535348	31.26338959	1	1
0.629546915	31.32922173	1	1
0.629558479	31.23933792	1	1
0.629570067	31.50584412	1	1
0.629581627	31.7298851	1	1
0.629593216	31.65041733	1	1
0.629604776	32.57474518	1	1
0.629616357	33.40140533	1	1
0.629627933	33.6699791	1	1
0.629639502	33.58820724	1	1
0.629651082	34.21545029	1	1
0.629662646	33.95023727	1	1
0.629674216	33.47143173	1	1
0.629685786	31.89115334	1	1
0.629697364	31.16612053	1	1
0.629708935	31.35375595	1	1
0.629720508	31.33301353	1	1
0.6297321	31.7713623	1	1
0.629743674	33.06509018	1	1
0.629755229	32.92712784	1	1
0.629766809	32.69683838	1	1
0.629778387	32.24794006	1	1
0.629789961	31.86574936	1	1
0.629801541	31.94545364	1	1
0.629813096	32.03679657	1	1
0.62982469	31.76453209	1	1
0.629836246	31.59166527	1	1
0.62984782	31.21319199	1	1
0.629859392	30.54699898	1	1
0.629870979	30.30213356	1	1
0.629882536	29.67927742	1	1
0.62989413	29.80116081	1	1
0.629905691	29.77567482	1	1
0.629917257	29.38096428	1	1
0.629928832	29.51486206	1	1
0.629940414	29.73657417	1	1
0.629951999	29.59373283	1	1
0.62996355	29.9632225	1	1
0.629975127	30.25666618	1	1
0.629986712	29.63899803	1	1
0.629998272	29.95906639	1	1
0.630009843	30.32749367	1	1
0.630021438	30.11986542	1	1
0.630032994	30.11027527	1	1
0.630044571	30.02622986	1	1
0.630056158	30.0414238	1	1
0.63006772	30.257658	1	1
0.630079289	29.90040016	1	1
0.630090877	30.14818001	1	1
0.630102443	30.50488472	1	1
0.630114026	30.59127045	1	1
0.630125592	30.99260902	1	1
0.630137161	31.21235275	1	1
0.630148747	31.45723724	1	1
0.630160307	31.56598282	1	1
0.630171881	31.46726799	1	1
0.630183461	31.35584259	1	1
0.630195025	31.22294998	1	1
0.630206612	30.79111862	1	1
0.630218196	30.80815697	1	1
0.630229751	30.74808502	1	1
0.630241318	31.01859093	1	1
0.630252895	30.94927597	1	1
0.630264465	31.20936966	1	1
0.630276038	31.21769142	1	1
0.630287611	31.09759521	1	1
0.63029919	31.44166565	1	1
0.630310762	31.03453827	1	1
0.630322347	31.09634018	1	1
0.630333911	30.93767166	1	1
0.630345484	30.41446495	1	1
0.630357058	30.8679409	1	1
0.630368643	30.8470211	1	1
0.63038021	31.05593681	1	1
0.630391775	31.12392426	1	1
0.630403343	31.29805756	1	1
0.63041493	31.28664017	1	1
0.6304265	31.3513546	1	1
0.630438076	31.10111237	1	1
0.630449639	31.26342583	1	1
0.630461226	31.10141182	1	1
0.63047279	31.00920105	1	1
0.630484357	31.00281334	1	1
0.630495946	30.86043167	1	1
0.630507525	31.096735	1	1
0.630519079	30.98054314	1	1
0.630530654	31.13557243	1	1
0.630542227	31.17967987	1	1
0.630553815	31.23375511	1	1
0.630565392	30.87643814	1	1
0.630576944	30.94490623	1	1
0.63058852	31.01409721	1	1
0.630600094	31.1045475	1	1
0.630611687	30.93723488	1	1
0.630623244	30.84284592	1	1
0.630634831	30.46334076	1	1
0.630646393	30.63215637	1	1
0.630657962	30.43243408	1	1
0.630669544	30.39181709	1	1
0.630681128	30.19611359	1	1
0.63069269	30.01289368	1	1
0.630704266	29.77318573	1	1
0.630715837	29.85886574	1	1
0.630727414	29.67768097	1	1
0.630738992	29.90068245	1	1
0.630750556	29.6433506	1	1
0.63076212	29.68286514	1	1
0.630773694	29.59919167	1	1
0.630785293	29.51950836	1	1
0.630796859	29.9681778	1	1
0.630808435	30.22841263	1	1
0.630819992	30.20570564	1	1
0.630831563	29.95366097	1	1
0.630843155	30.08254433	1	1
0.63085471	29.96076584	1	1
0.630866295	29.99653816	1	1
0.630877864	30.07059479	1	1
0.630889436	29.89921761	1	1
0.630901012	30.09703827	1	1
0.630912588	29.87140465	1	1
0.63092415	29.81213188	1	1
0.630935729	29.6937027	1	1
0.630947296	29.79296875	1	1
0.630958885	29.46637535	1	1
0.630970442	29.44901466	1	1
0.630982023	29.62535667	1	1
0.630993591	29.62728691	1	1
0.631005163	29.71891022	1	1
0.631016754	29.57772636	1	1
0.631028324	29.59362602	1	1
0.631039884	29.62456703	1	1
0.631051462	29.64828491	1	1
0.631063045	29.52733231	1	1
0.631074607	29.39541435	1	1
0.631086184	29.85903549	1	1
0.631097763	29.19043159	1	1
0.631109337	29.60837555	1	1
0.631120913	29.55729866	1	1
0.631132489	29.48560143	1	1
0.631144047	29.3009243	1	1
0.631155636	29.32628632	1	1
0.631167213	29.23468781	1	1
0.63117877	29.17394257	1	1
0.631190357	29.00035667	1	1
0.631201921	28.99526596	1	1
0.631213495	29.12757874	1	1
0.631225061	28.91019821	1	1
0.631236663	29.00197029	1	1
0.631248215	28.47793579	1	1
0.631259788	28.57083893	1	1
0.631271374	28.6994915	1	1
0.631282942	28.82256126	1	1
0.631294522	28.58934402	1	1
0.631306093	28.41462135	1	1
0.631317668	28.63415909	1	1
0.631329239	28.27347565	1	1
0.631340813	28.35187721	1	1
0.631352379	28.43049622	1	1
0.631363953	28.3642025	1	1
0.631375529	28.39092064	1	1
0.63138711	28.14206314	1	1
0.631398672	28.35186958	1	1
0.631410248	28.27976799	1	1
0.631421828	28.12423134	1	1
0.6314334	28.20583725	1	1
0.631444977	28.0567627	1	1
0.631456529	27.83208656	1	1
0.631468108	27.82220459	1	1
0.63147968	27.38707924	1	1
0.631491259	27.80826187	1	1
0.631502823	27.57928848	1	1
0.631514415	27.70852089	1	1
0.631525974	27.51550865	1	1
0.631537548	27.37302971	1	1
0.631549124	27.57097626	1	1
0.631560706	27.29280663	1	1
0.631572281	26.97286224	1	1
0.631583847	27.15598106	1	1
0.63159543	27.31770706	1	1
0.631606985	26.95484734	1	1
0.631618571	27.15756416	1	1
0.631630137	27.17503357	1	1
0.631641716	27.15826797	1	1
0.631653295	27.22779465	1	1
0.631664869	26.87220001	1	1
0.631676431	26.88406563	1	1
0.631688001	26.48636246	1	1
0.631699573	26.86483002	1	1
0.631711158	26.52468681	1	1
0.631722735	26.65781784	1	1
0.631734293	26.76256752	1	1
0.631745886	26.85438919	1	1
0.63175744	26.9997406	1	1
0.631769026	26.56726456	1	1
0.631780588	26.24505997	1	1
0.63179217	26.5698967	1	1
0.631803755	26.36517525	1	1
0.631815316	26.41163254	1	1
0.631826885	26.19272041	1	1
0.63183846	26.28322792	1	1
0.631850036	26.09394455	1	1
0.631861622	25.9792881	1	1
0.631873196	26.24497604	1	1
0.631884759	25.96185303	1	1
0.631896337	26.47636986	1	1
0.631907899	26.34149742	1	1
0.631919478	26.52978897	1	1
0.63193105	26.6584053	1	1
0.631942634	26.36513138	1	1
0.631954198	26.54986382	1	1
0.631965774	26.37353516	1	1
0.631977344	26.38128662	1	1
0.631988927	26.29151917	1	1
0.632000495	26.00637436	1	1
0.632012077	26.01960754	1	1
0.632023633	25.75723839	1	1
0.632035214	25.94785309	1	1
0.632046787	25.80334473	1	1
0.632058354	25.67331314	1	1
0.632069931	25.51836205	1	1
0.632081518	25.67280769	1	1
0.632093079	25.04942894	1	1
0.632104675	25.11552429	1	1
0.632116231	24.97245789	1	1
0.632127809	24.99228668	1	1
0.632139366	25.27337837	1	1
0.63215095	25.0299511	1	1
0.632162515	24.58886909	1	1
0.632174099	24.98623657	1	1
0.632185673	24.50967216	1	1
0.632197232	24.6307373	1	1
0.63220882	24.82515144	1	1
0.632220397	25.10404396	1	1
0.632231952	24.95518303	1	1
0.63224354	24.68228912	1	1
0.632255121	24.52005196	1	1
0.632266692	24.61229706	1	1
0.63227825	24.4790535	1	1
0.632289833	24.7791729	1	1
0.632301411	24.59541893	1	1
0.632312983	24.38924217	1	1
0.632324542	24.60247803	1	1
0.632336125	24.36370659	1	1
0.632347695	24.82902527	1	1
0.632359282	25.03251076	1	1
0.63237085	24.45494843	1	1
0.632382409	24.5304985	1	1
0.632393997	24.37378883	1	1
0.632405567	24.38866806	1	1
0.632417137	24.67669106	1	1
0.632428709	24.03300095	1	1
0.63244028	24.23195267	1	1
0.632451848	24.39836693	1	1
0.632463433	24.46461868	1	1
0.632475011	24.40914917	1	1
0.632486589	24.60638618	1	1
0.632498158	24.58633614	1	1
0.632509727	24.71759987	1	1
0.63252129	24.39411354	1	1
0.632532878	24.38426209	1	1
0.63254444	24.67248344	1	1
0.632556015	24.43475723	1	1
0.632567586	24.25211716	1	1
0.632579169	24.14552689	1	1
0.632590741	24.17679787	1	1
0.632602323	24.23405838	1	1
0.632613898	24.22059822	1	1
0.632625452	24.10450745	1	1
0.632637038	24.17053413	1	1
0.632648605	22.29872894	1	1
0.632660185	19.34718704	1	1
0.632671744	19.09611702	1	1
0.632683318	19.16728401	1	1
0.632694904	19.2856617	1	1
0.632706473	19.25635338	1	1
0.632718053	19.06650925	1	1
0.632729613	19.11826134	1	1
0.632741186	19.15254211	1	1
0.632752767	19.27861977	1	1
0.632764351	19.35209465	1	1
0.632775914	19.26006317	1	1
0.632787491	19.2597084	1	1
0.632799073	19.15797615	1	1
0.632810628	18.83502769	1	1
0.632822202	18.64799118	1	1
0.632833789	18.83459854	1	1
0.632845349	18.74108696	1	1
0.632856942	18.60337448	1	1
0.632868511	18.48591423	1	1
0.632880083	18.43292618	1	1
0.632891663	18.5175705	1	1
0.632903237	18.48675537	1	1
0.632914805	18.61284256	1	1
0.632926385	18.73712921	1	1
0.63293795	18.56958961	1	1
0.632949526	18.6519661	1	1
0.63296109	18.56587219	1	1
0.632972669	18.54999161	1	1
0.632984236	18.40927124	1	1
0.632995815	18.40077972	1	1
0.63300739	18.18939972	1	1
0.633018962	18.06241417	1	1
0.633030542	17.92039108	1	1
0.633042104	18.04385567	1	1
0.63305368	18.1916275	1	1
0.633065268	18.11914635	1	1
0.633076836	18.27803802	1	1
0.633088401	18.18048477	1	1
0.633099985	18.40550041	1	1
0.633111546	18.34836197	1	1
0.633123127	18.33420753	1	1
0.633134692	18.33253098	1	1
0.633146274	18.13132858	1	1
0.633157847	18.13906479	1	1
0.633169433	18.32645226	1	1
0.633181008	18.30904961	1	1
0.633192584	17.9803009	1	1
0.633204155	17.612854	1	1
0.633215724	17.40191841	1	1
0.633227296	17.38786316	1	1
0.633238859	17.55669594	1	1
0.633250442	17.5933342	1	1
0.633262024	17.4656353	1	1
0.633273586	17.73047638	1	1
0.63328517	17.58249664	1	1
0.633296726	17.48188782	1	1
0.633308305	17.41984749	1	1
0.633319873	17.36773491	1	1
0.633331447	17.51262283	1	1
0.633343022	17.27294731	1	1
0.633354596	17.40560913	1	1
0.633366184	17.46502113	1	1
0.633377761	17.16217422	1	1
0.633389336	17.1945858	1	1
0.633400901	17.24860954	1	1
0.633412467	17.13820457	1	1
0.633424059	17.11004066	1	1
0.633435622	16.98641586	1	1
0.633447206	17.09757805	1	1
0.63345878	17.10087013	1	1
0.633470337	16.96643257	1	1
0.63348191	17.05159378	1	1
0.633493479	17.10746765	1	1
0.633505067	17.0102005	1	1
0.633516649	16.68982506	1	1
0.633528219	16.72686958	1	1
0.633539787	16.75953674	1	1
0.633551363	16.76178169	1	1
0.633562941	16.79667854	1	1
0.633574504	16.61852264	1	1
0.633586078	16.64399338	1	1
0.633597657	16.80041695	1	1
0.633609234	16.83645821	1	1
0.633620799	16.72697449	1	1
0.633632373	16.4329834	1	1
0.633643951	16.24210739	1	1
0.633655532	16.4404583	1	1
0.63366709	16.39605141	1	1
0.633678679	16.29966736	1	1
0.633690245	16.32074738	1	1
0.633701814	16.19712257	1	1
0.633713392	16.33796501	1	1
0.63372496	16.53853035	1	1
0.633736534	16.43626785	1	1
0.63374812	16.24970627	1	1
0.63375968	16.27475166	1	1
0.63377127	16.22298813	1	1
0.633782826	16.24655533	1	1
0.63379441	16.20170403	1	1
0.633805983	16.2988739	1	1
0.633817567	16.25250816	1	1
0.633829133	16.13139725	1	1
0.633840702	16.01920509	1	1
0.633852273	15.826334	1	1
0.633863862	15.92124271	1	1
0.633875437	15.81378651	1	1
0.633887001	15.72881889	1	1
0.633898565	15.91677094	1	1
0.633910158	15.95848942	1	1
0.633921732	15.8465271	1	1
0.633933302	15.9957428	1	1
0.633944878	15.78182697	1	1
